,Shot rate,008.Filling  time [s],009. Plasticizing  time [s],000.Total  cycle time  [s],012.Min.melt  cushion [in],015.Peak  value Inj.  Pressure  [psi],016. Change- over Inj.  Pressure  [psi],003. Clamping  force [kN],018. Change- over Melt  pressure  [bar],051.Shot  vol. before  injection [in],092.Peak  value  Holding  pressure  [psi],100.Melt  temperature  [F],111.Cooling  time [s],machine_id,order,datetime,filepath,group_id
113,121,5.43,22.68,96.6,0.81,2608.0,2603.0,11019.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
114,122,5.43,22.58,96.53,0.82,2595.0,2595.0,10991.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
115,123,5.43,22.54,96.38,0.81,2618.0,2618.0,11010.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
116,124,5.42,22.83,96.55,0.82,2598.0,2598.0,11009.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
117,125,5.42,22.84,96.41,0.82,2590.0,2589.0,11011.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
118,126,5.42,22.55,96.63,0.82,2589.0,2586.0,11009.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
119,127,5.42,22.79,96.53,0.82,2602.0,2601.0,11025.3,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
120,128,5.42,22.88,96.42,0.81,2583.0,2583.0,11017.1,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
121,129,5.42,22.88,96.6,0.82,2587.0,2590.0,11002.0,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
122,130,5.42,22.83,96.62,0.82,2599.0,2601.0,10993.9,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
123,131,5.43,22.86,96.62,0.81,2628.0,2628.0,11021.8,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
124,132,5.42,22.68,96.6,0.82,2590.0,2589.0,11007.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
125,133,5.43,22.67,96.51,0.82,2595.0,2598.0,11011.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
126,134,5.43,22.62,96.44,0.82,2587.0,2589.0,11001.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
127,135,5.42,22.89,96.64,0.81,2577.0,2580.0,11020.6,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
128,136,5.43,22.69,96.51,0.83,2612.0,2612.0,11007.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
129,137,5.42,22.73,96.41,0.82,2577.0,2577.0,11022.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
130,138,5.42,22.83,96.53,0.82,2589.0,2585.0,11025.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
131,139,5.42,22.75,96.39,0.82,2585.0,2583.0,11018.9,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
132,140,5.42,22.74,96.64,0.82,2595.0,2592.0,11024.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
133,141,5.42,22.71,96.59,0.82,2590.0,2589.0,11002.6,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
134,142,5.42,22.86,96.61,0.82,2583.0,2582.0,11009.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
135,143,5.42,22.85,96.6,0.82,2583.0,2583.0,11020.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
136,144,5.42,23.07,96.64,0.82,2567.0,2567.0,11007.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
137,145,5.42,22.8,96.62,0.81,2585.0,2585.0,11015.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
138,146,5.42,22.87,96.56,0.82,2595.0,2595.0,11011.3,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
139,147,5.42,22.59,96.58,0.82,2595.0,2596.0,11013.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
140,148,5.42,22.87,96.61,0.81,2589.0,2586.0,11013.1,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
141,149,5.42,22.79,96.62,0.82,2587.0,2585.0,11013.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
142,150,5.43,22.75,96.58,0.81,2582.0,2580.0,11006.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
143,151,5.42,22.53,96.6,0.82,2596.0,2596.0,11014.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
144,152,5.42,22.93,96.37,0.82,2576.0,2573.0,11021.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
145,153,5.42,22.91,96.66,0.82,2605.0,2605.0,11020.1,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
146,154,5.42,22.74,96.6,0.82,2586.0,2587.0,11007.8,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
147,155,5.42,22.57,96.54,0.82,2599.0,2592.0,10985.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
148,156,5.42,22.7,96.36,0.81,2585.0,2583.0,10992.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
149,157,5.42,22.67,96.39,0.81,2585.0,2586.0,11003.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
150,158,5.43,22.63,96.53,0.82,2602.0,2596.0,10981.1,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
151,159,5.42,22.76,96.36,0.82,2582.0,2585.0,10992.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
152,160,5.42,22.68,96.68,0.82,2602.0,2601.0,11000.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
153,161,5.43,22.78,96.57,0.82,2599.0,2601.0,10996.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
154,162,5.42,22.78,96.59,0.81,2579.0,2576.0,10979.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
155,163,5.43,22.86,96.59,0.82,2596.0,2592.0,11015.4,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
156,164,5.42,23.29,96.61,0.82,2574.0,2572.0,11006.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
157,165,5.42,22.87,96.62,0.82,2574.0,2577.0,11014.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
158,166,5.43,22.65,96.59,0.81,2602.0,2587.0,11010.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
159,167,5.42,22.52,96.38,0.81,2560.0,2556.0,11015.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
160,168,5.42,22.68,96.57,0.82,2599.0,2593.0,11015.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
161,169,5.42,22.92,96.41,0.82,2579.0,2576.0,11010.7,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
162,170,5.42,22.87,96.54,0.82,2608.0,2605.0,10996.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
163,171,5.42,22.8,96.26,0.82,2602.0,2602.0,11007.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
164,172,5.42,22.78,96.51,0.82,2580.0,2576.0,11011.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
165,173,5.42,22.95,96.59,0.82,2561.0,2558.0,11010.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
166,174,5.42,22.84,96.58,0.82,2589.0,2590.0,11004.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
167,175,5.42,23.0,96.69,0.82,2595.0,2590.0,11004.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
168,176,5.42,23.03,96.51,0.82,2593.0,2590.0,11006.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
169,177,5.42,22.72,96.62,0.81,2569.0,2569.0,10989.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
170,178,5.42,22.81,96.61,0.82,2585.0,2582.0,11005.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
171,179,5.42,22.89,298.26,0.82,2601.0,2602.0,11016.0,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
172,180,4.1,22.87,77.55,3.9,2176.0,2170.0,11068.2,0.0,12.8,0.0,662.0,53.87,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
173,181,5.43,12.75,87.87,0.67,2624.0,2508.0,10946.2,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
174,182,5.39,19.73,96.24,0.72,2389.0,2386.0,11022.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
175,183,5.42,22.08,96.35,0.82,2595.0,2593.0,10995.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
176,184,5.43,22.21,96.31,0.82,2631.0,2625.0,11011.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
177,185,5.43,22.05,96.52,0.81,2596.0,2592.0,11011.9,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
178,186,5.43,22.35,96.62,0.82,2605.0,2603.0,11006.7,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
179,187,5.42,22.44,96.52,0.82,2586.0,2586.0,11005.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
180,188,5.42,22.68,96.45,0.81,2598.0,2595.0,11017.1,0.0,12.8,902.0,662.0,45.01,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
181,189,5.42,22.63,96.51,0.81,2598.0,2593.0,11016.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
182,190,5.43,22.73,96.37,0.81,2614.0,2609.0,11028.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
183,191,5.42,22.75,96.32,0.82,2589.0,2587.0,11028.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
184,192,5.42,22.72,96.39,0.82,2577.0,2577.0,11008.4,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
185,193,5.42,22.91,96.69,0.81,2596.0,2592.0,11007.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
186,194,5.42,22.95,96.59,0.82,2606.0,2606.0,11003.8,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
187,195,5.42,23.01,96.44,0.82,2593.0,2593.0,11023.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
188,196,5.42,22.87,96.48,0.82,2585.0,2583.0,11006.1,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
189,197,5.42,22.91,96.53,0.82,2608.0,2603.0,11023.0,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
190,198,5.43,22.78,96.4,0.81,2608.0,2605.0,11015.4,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
191,199,5.42,22.99,96.64,0.81,2586.0,2583.0,11018.9,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
192,200,5.43,22.88,96.57,0.82,2605.0,2606.0,11010.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
193,201,5.42,22.91,96.58,0.81,2596.0,2598.0,11014.8,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
194,202,5.42,23.16,96.41,0.82,2556.0,2553.0,11018.3,0.0,12.81,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
195,203,5.41,25.5,144.34,0.79,2503.0,2505.0,11033.4,0.0,12.82,902.0,662.0,92.74,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
196,204,4.07,41.66,78.84,3.9,1656.0,1636.0,11049.7,0.0,12.8,0.0,662.0,55.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
197,205,5.41,13.97,87.89,0.69,2545.0,2545.0,10993.3,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
198,206,5.4,21.37,96.4,0.74,2489.0,2492.0,10997.4,0.0,12.8,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
199,207,5.42,23.21,96.43,0.81,2590.0,2585.0,11030.5,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-02 12:52:19,./test_data2/imm1_207.xls,5
200,1,4.31,22.89,83.7,4.0,2294.0,2294.0,11006.1,0.0,12.79,0.0,662.0,57.09,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
201,2,6.16,13.36,88.32,0.81,2730.0,2699.0,10983.4,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
202,3,5.65,18.48,88.09,0.63,2569.0,2566.0,11009.5,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
203,4,5.71,19.87,96.73,0.82,2737.0,2657.0,11006.1,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
204,5,5.7,21.1,96.62,0.85,2737.0,2663.0,11002.6,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
205,6,5.74,20.83,96.58,0.85,2730.0,2676.0,11027.6,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
206,7,5.69,21.9,96.6,0.85,2744.0,2643.0,11013.6,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
207,8,5.75,21.06,96.68,0.85,2722.0,2676.0,11019.4,0.0,12.79,904.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
208,9,5.71,21.07,96.81,0.85,2738.0,2683.0,11028.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
209,10,5.7,20.96,96.59,0.85,2738.0,2711.0,11018.3,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
210,11,5.68,20.86,96.58,0.85,2727.0,2685.0,11032.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
211,12,5.67,21.05,96.57,0.85,2727.0,2669.0,11016.5,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
212,13,5.66,20.82,96.67,0.84,2724.0,2706.0,11030.5,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
213,14,5.66,20.86,96.71,0.85,2722.0,2689.0,11027.6,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
214,15,5.66,20.89,96.66,0.85,2721.0,2680.0,11023.0,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
215,16,5.65,20.68,96.71,0.84,2731.0,2703.0,11020.6,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
216,17,5.65,20.78,96.6,0.85,2722.0,2683.0,11028.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
217,18,5.62,20.7,96.48,0.85,2727.0,2657.0,11053.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
218,19,5.66,20.69,96.77,0.85,2721.0,2680.0,11049.7,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
219,20,5.63,20.68,96.53,0.85,2721.0,2692.0,11042.7,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
220,21,5.61,20.57,96.53,0.84,2717.0,2699.0,11050.8,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
221,22,5.63,20.68,96.73,0.85,2724.0,2696.0,11042.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
222,23,5.59,20.7,96.53,0.84,2717.0,2699.0,11049.0,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
223,24,5.61,20.7,96.61,0.85,2717.0,2685.0,11044.4,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
224,25,5.6,20.56,96.57,0.85,2721.0,2692.0,11044.5,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
225,26,5.6,20.5,96.65,0.85,2715.0,2701.0,11022.3,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
226,27,5.57,20.43,96.62,0.85,2715.0,2677.0,11041.5,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
227,28,5.57,20.48,96.51,0.84,2722.0,2680.0,11040.4,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
228,29,5.62,20.61,96.71,0.85,2732.0,2660.0,11039.2,0.0,12.8,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
229,30,5.57,20.48,96.52,0.85,2722.0,2660.0,11036.3,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
230,31,5.6,20.58,96.64,0.85,2721.0,2703.0,11041.6,0.0,12.79,902.0,662.0,45.0,Battenfeld UNILOG B8,Order no.: MacroPower 1300/12800,2021-06-08 18:27:28,./test_data2/imm1_100_4.xls,5
